"No.","Time","Source","Destination","Protocol","Length","Info"
"162","8.129030","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"163","8.129032","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"164","8.129035","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"165","8.129047","10.2.13.112","104.18.37.228","QUIC","907","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"166","8.139323","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"167","8.139324","104.18.37.228","10.2.13.112","QUIC","67","Protected Payload (KP0)"
"168","8.344855","10.2.13.112","104.18.37.228","QUIC","83","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"169","8.355737","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"170","8.561184","10.2.13.112","104.18.37.228","QUIC","83","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"171","8.568708","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"172","8.771677","10.2.13.112","104.18.37.228","QUIC","83","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"173","8.778096","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"174","8.983568","10.2.13.112","104.18.37.228","QUIC","83","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"175","9.003552","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"176","9.084486","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"177","9.084490","104.18.37.228","10.2.13.112","QUIC","1096","Protected Payload (KP0)"
"178","9.084491","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"179","9.084492","104.18.37.228","10.2.13.112","QUIC","886","Protected Payload (KP0)"
"180","9.085179","10.2.13.112","104.18.37.228","QUIC","86","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"181","9.085234","10.2.13.112","104.18.37.228","QUIC","86","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"182","9.663281","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"183","9.663323","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
