"No.","Time","Source","Destination","Protocol","Length","Info"
"1066","32.341220","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"1067","32.341222","172.64.150.28","100.81.191.105","QUIC","289","Protected Payload (KP0)"
"1068","32.342749","172.64.150.28","100.81.191.105","QUIC","750","Protected Payload (KP0)"
"1069","32.342772","172.64.150.28","100.81.191.105","QUIC","750","Protected Payload (KP0)"
"1070","32.345967","172.64.150.28","100.81.191.105","QUIC","750","Protected Payload (KP0)"
"1071","32.346015","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1072","32.351572","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1073","32.361142","100.81.191.105","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1074","32.361184","100.81.191.105","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1075","32.361187","100.81.191.105","172.64.150.28","QUIC","1292","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1076","32.361190","100.81.191.105","172.64.150.28","QUIC","1171","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1077","32.361212","100.81.191.105","172.64.150.28","QUIC","1286","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1078","32.361215","100.81.191.105","172.64.150.28","QUIC","415","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1079","32.363846","172.64.150.28","100.81.191.105","QUIC","750","Protected Payload (KP0)"
"1080","32.369504","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1081","32.381402","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"1082","32.383760","172.64.150.28","100.81.191.105","QUIC","750","Protected Payload (KP0)"
"1083","32.389343","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1084","32.393997","172.64.150.28","100.81.191.105","QUIC","739","Protected Payload (KP0)"
"1085","32.399664","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1086","32.412146","172.64.150.28","100.81.191.105","QUIC","782","Protected Payload (KP0)"
"1087","32.417079","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1088","32.429596","172.64.150.28","100.81.191.105","QUIC","782","Protected Payload (KP0)"
"1089","32.434809","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1090","32.443660","172.64.150.28","100.81.191.105","QUIC","782","Protected Payload (KP0)"
"1091","32.449302","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1092","32.459490","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"1093","32.459493","172.64.150.28","100.81.191.105","QUIC","1118","Protected Payload (KP0)"
"1094","32.463371","172.64.150.28","100.81.191.105","QUIC","782","Protected Payload (KP0)"
"1095","32.464928","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1096","32.479434","172.64.150.28","100.81.191.105","QUIC","814","Protected Payload (KP0)"
"1097","32.484988","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1098","32.494211","172.64.150.28","100.81.191.105","QUIC","814","Protected Payload (KP0)"
"1099","32.499590","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1100","32.515730","172.64.150.28","100.81.191.105","QUIC","814","Protected Payload (KP0)"
"1101","32.520891","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1102","32.536355","172.64.150.28","100.81.191.105","QUIC","814","Protected Payload (KP0)"
"1103","32.541988","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1104","32.547235","172.64.150.28","100.81.191.105","QUIC","814","Protected Payload (KP0)"
"1105","32.552916","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1106","32.563715","172.64.150.28","100.81.191.105","QUIC","814","Protected Payload (KP0)"
"1107","32.568871","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1108","32.583745","100.81.191.105","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1109","32.601808","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"1110","32.639128","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
