"No.","Time","Source","Destination","Protocol","Length","Info"
"4430","120.520617","10.2.13.112","54.159.176.36","TCP","66","56311  >  443 [ACK] Seq=235226 Ack=146338 Win=129472 Len=0 TSval=2606320196 TSecr=3156989059"
"4431","120.521514","54.159.176.36","10.2.13.112","TCP","1514","443  >  56312 [ACK] Seq=346527 Ack=358535 Win=314112 Len=1448 TSval=3156989060 TSecr=3554012926 [TCP segment of a reassembled PDU]"
"4432","120.521515","54.159.176.36","10.2.13.112","TLSv1.2","747","Application Data"
"4433","120.521541","10.2.13.112","54.159.176.36","TCP","66","56312  >  443 [ACK] Seq=358535 Ack=348656 Win=128896 Len=0 TSval=3554012971 TSecr=3156989060"
"4434","120.521634","10.2.13.112","54.159.176.36","TCP","1514","56344  >  443 [ACK] Seq=344312 Ack=310057 Win=162880 Len=1448 TSval=2807008983 TSecr=3156989058 [TCP segment of a reassembled PDU]"
"4435","120.521635","10.2.13.112","54.159.176.36","TCP","1514","56344  >  443 [ACK] Seq=345760 Ack=310057 Win=162880 Len=1448 TSval=2807008983 TSecr=3156989058 [TCP segment of a reassembled PDU]"
"4436","120.521637","10.2.13.112","54.159.176.36","TCP","1514","56344  >  443 [ACK] Seq=347208 Ack=310057 Win=162880 Len=1448 TSval=2807008983 TSecr=3156989058 [TCP segment of a reassembled PDU]"
"4437","120.521654","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4438","120.521792","10.2.13.112","54.159.176.36","TCP","1514","56311  >  443 [ACK] Seq=235226 Ack=146338 Win=131072 Len=1448 TSval=2606320197 TSecr=3156989059 [TCP segment of a reassembled PDU]"
"4439","120.521793","10.2.13.112","54.159.176.36","TCP","1514","56311  >  443 [ACK] Seq=236674 Ack=146338 Win=131072 Len=1448 TSval=2606320197 TSecr=3156989059 [TCP segment of a reassembled PDU]"
"4440","120.521794","10.2.13.112","54.159.176.36","TCP","1514","56311  >  443 [ACK] Seq=238122 Ack=146338 Win=131072 Len=1448 TSval=2606320197 TSecr=3156989059 [TCP segment of a reassembled PDU]"
"4441","120.521802","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4442","120.522276","10.2.13.112","54.159.176.36","TCP","1514","56312  >  443 [ACK] Seq=358535 Ack=348656 Win=131072 Len=1448 TSval=3554012971 TSecr=3156989060 [TCP segment of a reassembled PDU]"
